-1788538.424424,-2201073.411352,-1971698.805133
-1782118.223837,-2113460.764855,-1939979.860213
-1777490.022652,-2095367.952503,-1913646.114789
-1776607.581936,-2045854.716514,-1896711.795728
-1776142.621982,-2058904.108747,-1871970.800712
-1776969.570444,-2000208.130565,-1853757.135056
-1769851.555679,-1990749.710094,-1840646.899736
-1722472.738994,-1979240.638289,-1831571.075577
-1710941.556650,-1998632.108569,-1821495.781869
-1702341.039619,-1966144.430145,-1815327.827788
-1688597.477257,-1965043.707953,-1809956.675049
-1709569.891451,-1912907.741720,-1803165.762832
-1710042.299654,-1906088.518426,-1797253.636167
-1702960.936685,-1868957.959833,-1791304.100064
-1700323.897811,-1936363.060606,-1784686.255837
-1701175.776212,-1917823.312204,-1781281.202606
-1697762.697340,-1912164.032408,-1776567.300539
-1696335.380486,-1951281.535292,-1772711.557737
-1689125.776617,-1916617.990346,-1770245.975668
-1679142.064140,-1999752.180900,-1761429.413916
-1685809.773503,-1910148.305137,-1756503.153228
-1681955.445083,-1863560.831200,-1750467.489924
-1660979.140023,-1873825.474225,-1741853.713691
-1677820.539287,-1906142.672723,-1733606.939691
-1673240.276872,-1848146.238154,-1728611.015029
-1663390.871316,-1910788.282332,-1724870.832729
-1662079.263790,-1951501.199082,-1721337.318910
-1659298.084799,-1850248.852764,-1719079.777580
-1658076.518987,-1895534.964507,-1716518.445193
-1643916.710816,-2004000.067502,-1715992.486639
-1650601.428873,-1840399.406590,-1712292.883942
-1650682.808183,-1852427.337053,-1709168.797139
-1650606.779994,-1897119.224446,-1707258.445384
-1644633.423842,-1991746.514941,-1705030.791129
-1639432.654432,-1889674.675733,-1704326.863956
-1643842.513400,-1853825.716706,-1701068.175527
-1642994.874130,-1906879.866634,-1697050.800880
-1638601.359255,-1906685.238052,-1697303.524105
-1638395.624074,-1858795.127699,-1696413.761954
-1639011.959107,-1896892.160990,-1695161.242292
-1637889.049863,-1811753.115702,-1693525.278918
-1637640.617888,-1884041.483842,-1689508.806313
-1638315.157306,-1871300.005054,-1688188.734031
-1636946.279703,-1846697.794110,-1686094.609560
-1631901.479022,-1813201.301865,-1684281.668427
-1633402.206935,-1869439.526090,-1681823.095773
-1636999.483709,-1958779.995933,-1682443.650716
-1635227.366961,-1814446.598328,-1679541.307994
-1634494.426660,-1836052.726182,-1676410.126753
-1630484.684566,-1803820.306479,-1671817.041535
-1627172.949906,-1887965.771597,-1672690.625199
-1626670.924204,-1907900.362863,-1672053.119534
-1622503.749911,-1890025.318193,-1670814.483415
-1623072.060514,-1856753.360163,-1667657.188982
-1616949.935134,-1856121.860675,-1666143.472930
-1620224.522630,-1828480.572215,-1665200.263577
-1616691.932998,-1903610.752220,-1662752.284585
-1615008.034468,-1841501.311800,-1664201.010610
-1616093.753372,-1771628.828227,-1663118.948161
-1607703.985870,-1795857.882626,-1659651.326973
-1614688.337698,-1787090.196290,-1659963.559640
-1614942.192028,-1838024.694799,-1660182.734777
-1606446.013640,-1870532.078484,-1657496.166070
-1607740.820434,-1821578.522486,-1658666.206097
-1607378.934297,-1834299.646623,-1659271.936365
-1607924.920282,-1890446.004455,-1660034.983971
-1607389.047008,-1855969.830885,-1660163.325382
-1606098.702463,-1812633.414201,-1656707.276211
-1602086.451438,-1819451.449648,-1655354.354755
-1604006.132232,-1824682.164600,-1655022.073858
-1598682.115084,-1792534.012492,-1651766.894304
-1599064.045500,-1803432.882100,-1650173.019978
-1593339.440383,-1828269.833342,-1648897.837718
-1591754.612148,-1866617.060461,-1647232.717877
-1593449.591625,-1834635.304179,-1648328.692119
-1593639.773293,-1828900.880749,-1647234.113782
-1596663.736719,-1773852.036134,-1645732.050481
-1596409.845269,-1879857.307534,-1645646.600667
-1593175.654527,-1820664.935745,-1643790.513636
-1590735.232565,-1773518.248217,-1642233.465345
-1591189.219049,-1834417.109484,-1641455.785516
-1591681.919431,-1808683.331098,-1638790.869848
-1586510.086736,-1789865.571658,-1637048.844920
-1583338.108165,-1840055.411263,-1635067.071339
-1575221.909398,-1816133.726396,-1635363.870505
-1584778.865922,-1814283.673252,-1634373.571828
-1584176.357542,-1776833.996920,-1633903.672420
-1588257.132599,-1834798.527489,-1631307.501517
-1583878.361583,-1782897.435709,-1631581.141434
-1582943.407607,-1792119.676476,-1628410.390237
-1572749.919636,-1778170.905140,-1628835.307427
-1576615.707265,-1839212.550898,-1630703.145393
-1571324.761090,-1865061.613531,-1630823.318593
-1579275.883150,-1825329.381912,-1632353.419075
-1584239.924729,-1895915.063633,-1632624.394430
-1580966.027828,-1799732.953191,-1631874.903277
-1581571.163536,-1883056.750378,-1629943.658457
-1579454.484411,-1809592.662727,-1627747.140578
-1571160.419424,-1835145.597625,-1628466.190740
-1562657.705873,-1751546.016113,-1626799.347877
-1563964.866873,-1831819.104545,-1623482.823438
-1573086.520651,-1788586.096251,-1620966.001387
-1572496.247752,-1835279.090840,-1619637.453387
