17193.945687,17193.945687,11128.843030,12987.397441,0
18665.295434,18665.295434,7439.851155,16701.479221,1
21705.958444,21705.958444,15342.380291,18469.691118,2
23714.357042,23714.357042,10700.021654,21049.687340,3
24947.633982,24947.633982,15074.075923,22693.387596,4
25868.621214,25868.621214,15737.135068,23747.802227,5
27124.399288,27124.399288,16480.285530,24439.915476,6
28315.703271,28315.703271,16567.720232,25404.179805,7
29074.963417,29074.963417,16830.446800,26599.892257,8
29781.505025,29781.505025,20428.700586,27738.986402,9
31025.164028,31025.164028,18137.946760,28688.860107,10
32129.244549,32129.244549,23012.386074,29600.080970,11
32710.200936,32710.200936,23221.831706,30619.885012,12
33516.498549,33516.498549,24109.845894,31515.826944,13
34432.999995,34432.999995,26154.169830,32213.051225,14
34971.501540,34971.501540,27052.871349,32785.278700,15
35914.700292,35914.700292,25856.332553,32892.564051,16
36910.673732,36910.673732,24304.772117,33881.499092,17
37076.384864,37076.384864,26239.401239,35227.283353,18
37655.230468,37655.230468,26373.282145,34805.996926,19
37869.048439,37869.048439,27448.381656,35391.251386,20
38341.916477,38341.916477,27420.634136,35997.526987,21
38796.602223,38796.602223,28310.642110,35737.041797,22
39000.436173,39000.436173,27323.214292,36175.159490,23
39389.031707,39389.031707,27905.573699,36690.716551,24
39801.736222,39801.736222,29222.063696,37191.678287,25
39884.706597,39884.706597,29485.325287,37792.456950,26
40098.266640,40098.266640,26118.919500,37914.818778,27
40224.796903,40224.796903,29530.564592,37832.700601,28
40406.077573,40406.077573,29161.710502,37937.024900,29
40515.017258,40515.017258,28148.123939,37967.506407,30
41104.391008,41104.391008,29498.226006,38812.136647,31
41297.425951,41297.425951,33221.471358,39155.601513,32
41590.546771,41590.546771,31386.373503,39265.158640,33
42078.997807,42078.997807,28556.948969,39741.600113,34
42286.729058,42286.729058,28564.800874,39337.881344,35
42340.848010,42340.848010,31979.993820,40122.894438,36
42747.503757,42747.503757,31592.061895,39378.974961,37
43050.294617,43050.294617,34528.507866,40708.318414,38
43118.942327,43118.942327,32026.778315,40360.799546,39
43402.552854,43402.552854,34910.736843,41135.289187,40
43402.552854,43357.012030,33212.697495,41288.444513,41
43508.603209,43508.603209,34761.699100,41736.403473,42
43821.723815,43821.723815,34570.315396,41398.654605,43
44037.711285,44037.711285,31698.108601,41963.982191,44
44406.237736,44406.237736,32326.952560,42036.587203,45
44577.160804,44577.160804,35632.469376,42527.097682,46
44956.251045,44956.251045,35651.980006,42560.792616,47
44956.251045,44882.140031,31308.473977,42204.398212,48
44956.251045,44872.772540,32916.345368,42467.620097,49
45144.848959,45144.848959,35846.876571,42903.735485,50
45232.910369,45232.910369,37511.982019,42577.237013,51
45232.910369,45205.964815,33659.326156,42547.382328,52
45362.544449,45362.544449,31816.789685,42631.762537,53
45728.814442,45728.814442,32263.587396,43044.270121,54
45728.814442,45706.305894,30953.883203,42816.436056,55
45915.596541,45915.596541,36765.692133,43198.040190,56
46090.130930,46090.130930,37431.847322,43564.254346,57
46125.675973,46125.675973,34402.186801,43530.013556,58
46125.675973,46059.008941,35643.785808,43164.217359,59
46180.567145,46180.567145,35580.435033,43614.526944,60
46482.386807,46482.386807,33448.057857,43402.943583,61
46584.622400,46584.622400,36897.481192,44141.880043,62
46584.622400,46431.739939,32848.618064,43916.755711,63
46584.622400,46459.064036,35934.278286,43945.977496,64
46584.622400,46523.616182,37131.104137,43268.779024,65
46584.622400,46489.644807,32780.031888,43775.691672,66
46721.142420,46721.142420,37154.715751,44178.859591,67
46755.113796,46755.113796,33255.870948,43965.880916,68
46755.113796,46749.248384,33274.896173,44190.595384,69
46755.113796,46717.491179,34885.772972,44325.921511,70
47262.541711,47262.541711,36865.637384,44847.848571,71
47330.597586,47330.597586,37351.072311,45146.685457,72
47734.935033,47734.935033,34903.464161,44870.436470,73
47818.033162,47818.033162,35461.643148,44744.474342,74
47971.708494,47971.708494,38382.349708,45196.910909,75
48303.881346,48303.881346,31530.636662,45132.214833,76
48303.881346,48281.085675,35430.716059,45373.351677,77
48303.881346,48197.884950,33997.498379,45242.250295,78
48303.881346,48260.754492,31351.444040,45052.845049,79
48303.881346,48266.436797,33856.585928,45599.781609,80
48303.881346,48237.152067,33983.354859,45099.550600,81
48303.881346,48014.480127,35729.953826,45428.872076,82
48303.881346,48239.121849,35570.108865,44840.617898,83
48303.881346,48233.162932,37792.397188,45041.888040,84
48303.881346,48285.733504,34137.149503,45139.383647,85
48303.881346,48279.108474,34019.207260,45264.188769,86
48406.134883,48406.134883,38532.580868,45020.364264,87
48435.419613,48435.419613,35804.669350,45417.393012,88
48452.344062,48452.344062,38170.209206,45545.331541,89
48452.344062,48432.640689,40697.490051,46000.347145,90
48452.344062,48399.469379,35480.648203,45407.907648,91
48452.344062,48405.753573,38124.382456,45607.957006,92
48452.344062,48426.879193,35162.877606,45508.190132,93
48452.344062,48450.117972,39471.624287,45351.403918,94
48452.344062,48419.995115,38184.645254,45743.235717,95
48588.095329,48588.095329,33645.165825,45541.720806,96
48588.095329,48362.922173,37971.365454,45361.615716,97
48588.095329,48368.354929,34905.348188,45405.464274,98
48588.095329,48400.798738,33903.591204,44869.085911,99
48588.095329,48371.903324,33390.222806,45096.149307,100
48588.095329,48367.212871,37608.501089,45143.580196,101
48588.095329,48342.423055,32912.783384,44791.025975,102
48588.095329,48409.744214,37359.492541,45270.747747,103
48588.095329,48413.509196,33606.371432,44476.903742,104
48588.095329,48439.224484,33988.592937,44123.893232,105
48588.095329,48364.152757,37782.959239,45371.060926,106
48588.095329,48335.999358,34180.593674,44968.860849,107
48588.095329,48331.612585,37887.059967,45405.531439,108
48588.095329,48206.901218,34161.597445,44464.261152,109
48588.095329,48073.285724,37683.265141,44827.042935,110
48588.095329,48114.489225,36423.638920,44895.647289,111
48588.095329,48197.689950,37664.640559,45067.311724,112
48588.095329,48285.115869,33439.574908,45400.799087,113
48588.095329,48313.586998,36043.343130,44727.883923,114
48588.095329,48364.421115,37751.910847,44615.347326,115
48588.095329,48336.087144,34512.623210,44789.534231,116
48588.095329,48331.396691,37822.259448,45171.018837,117
48588.095329,48326.984016,34562.715263,44694.828180,118
48588.095329,48253.225291,37129.454412,45113.926139,119
48588.095329,48228.445225,34578.810817,45544.424943,120
48588.095329,48282.186443,37949.970066,44169.557501,121
48588.095329,48285.941429,34514.456649,45112.257556,122
48588.095329,48410.652797,38162.016015,45269.083254,123
